# ----------------------------------------,,,,,,,,,,
# All Web Site Data,,,,,,,,,,
# Location,,,,,,,,,,
# 20181111-20181111,,,,,,,,,,
# ----------------------------------------,,,,,,,,,,
,,,,,,,,,,
City,Hour of Day,Users,New Users,Sessions,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
Chapel Hill,2018111109,3,0,3,33.33%,2.33,0:01:28,0.00%,0,$0.00 
Durham,2018111114,3,1,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018111117,3,1,3,66.67%,1.67,0:05:13,0.00%,0,$0.00 
Franklin,2018111107,3,2,3,33.33%,1.67,0:09:03,0.00%,0,$0.00 
Franklin,2018111108,3,0,2,50.00%,2,0:10:41,0.00%,0,$0.00 
Franklin,2018111111,3,0,3,33.33%,2,0:02:50,0.00%,0,$0.00 
Hampton,2018111109,3,2,3,0.00%,3,0:00:15,0.00%,0,$0.00 
(not set),2018111112,2,1,1,100.00%,7,0:00:00,0.00%,0,$0.00 
Los Angeles,2018111107,2,2,2,0.00%,10,0:21:09,0.00%,0,$0.00 
Los Angeles,2018111108,2,1,1,0.00%,6,0:02:31,0.00%,0,$0.00 
Miami,2018111111,2,0,2,50.00%,2,0:09:05,0.00%,0,$0.00 
Atlanta,2018111107,2,1,2,50.00%,5.5,0:02:16,0.00%,0,$0.00 
Atlanta,2018111108,2,1,2,50.00%,2.5,0:05:58,0.00%,0,$0.00 
Atlanta,2018111110,2,0,2,50.00%,1.5,0:00:06,0.00%,0,$0.00 
Atlanta,2018111111,2,1,2,50.00%,3,0:05:55,0.00%,0,$0.00 
Chapel Hill,2018111108,2,0,1,0.00%,3,0:00:08,0.00%,0,$0.00 
Chapel Hill,2018111112,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 
Charlotte,2018111113,2,0,2,50.00%,1.5,0:00:09,0.00%,0,$0.00 
Charlotte,2018111115,2,0,2,50.00%,1.5,0:03:43,0.00%,0,$0.00 
Charlotte,2018111118,2,1,2,50.00%,1.5,0:00:15,0.00%,0,$0.00 
Creedmoor,2018111109,2,1,2,0.00%,4.5,0:17:51,0.00%,0,$0.00 
Creedmoor,2018111110,2,0,1,0.00%,3,0:07:11,0.00%,0,$0.00 
Creedmoor,2018111111,2,0,2,50.00%,8.5,0:04:13,0.00%,0,$0.00 
Durham,2018111116,2,1,2,50.00%,1.5,0:00:40,0.00%,0,$0.00 
Durham,2018111119,2,0,2,50.00%,1.5,0:01:42,0.00%,0,$0.00 
Durham,2018111123,2,0,2,50.00%,1.5,0:03:21,0.00%,0,$0.00 
Franklin,2018111109,2,1,2,50.00%,2,0:00:46,0.00%,0,$0.00 
Franklin,2018111110,2,1,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 
Franklin,2018111112,2,0,2,50.00%,1.5,0:07:13,0.00%,0,$0.00 
Franklin,2018111113,2,0,2,0.00%,7.5,0:13:26,0.00%,0,$0.00 
Franklin,2018111114,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018111120,2,0,2,50.00%,1.5,0:00:21,0.00%,0,$0.00 
Greensboro,2018111107,2,1,2,50.00%,7,0:06:04,0.00%,0,$0.00 
Marion,2018111109,2,0,2,50.00%,2,0:09:39,0.00%,0,$0.00 
Mebane,2018111107,2,2,3,33.33%,2,0:21:42,0.00%,0,$0.00 
Mebane,2018111108,2,0,1,0.00%,5,0:00:04,0.00%,0,$0.00 
Mebane,2018111109,2,0,2,50.00%,1.5,0:00:01,0.00%,0,$0.00 
Raleigh,2018111112,2,0,2,0.00%,3.5,0:05:30,0.00%,0,$0.00 
Raleigh,2018111113,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018111115,2,0,2,50.00%,1.5,0:00:15,0.00%,0,$0.00 
Raleigh,2018111116,2,0,2,50.00%,5,0:02:58,0.00%,0,$0.00 
Raleigh,2018111120,2,0,1,100.00%,4,0:00:00,0.00%,0,$0.00 
Wake Forest,2018111107,2,0,2,0.00%,3.5,0:01:39,0.00%,0,$0.00 
Winston-Salem,2018111110,2,0,2,0.00%,2.5,0:05:50,0.00%,0,$0.00 
New York,2018111113,2,0,2,50.00%,2,0:00:14,0.00%,0,$0.00 
Philadelphia,2018111107,2,0,2,50.00%,3.5,0:06:23,0.00%,0,$0.00 
Ashburn,2018111109,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Ashburn,2018111120,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018111108,2,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Virginia Beach,2018111110,2,1,2,100.00%,1.5,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018111111,2,1,5,40.00%,1.8,0:10:31,0.00%,0,$0.00 
(not set),2018111110,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
(not set),2018111111,1,0,1,0.00%,4,1:06:55,0.00%,0,$0.00 
(not set),2018111116,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tel Aviv-Yafo,2018111113,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Tiberias,2018111113,1,1,2,0.00%,4,0:05:13,0.00%,0,$0.00 
Corona,2018111111,1,0,1,0.00%,3,0:18:54,0.00%,0,$0.00 
Los Angeles,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
San Francisco,2018111112,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New Haven,2018111110,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018111108,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Washington,2018111117,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Lake City,2018111111,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,2018111107,1,0,1,0.00%,9,0:35:43,0.00%,0,$0.00 
Miami,2018111108,1,0,1,0.00%,3,0:17:16,0.00%,0,$0.00 
Miami,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Miami,2018111116,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Orlando,2018111110,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Atlanta,2018111109,1,0,3,33.33%,2.33,0:01:45,0.00%,0,$0.00 
Atlanta,2018111120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marietta,2018111109,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Stockbridge,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,2018111108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chicago,2018111122,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Emporia,2018111112,1,0,1,0.00%,3,0:02:05,0.00%,0,$0.00 
Hyattsville,2018111108,1,0,1,0.00%,4,0:21:14,0.00%,0,$0.00 
Burlington,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Burlington,2018111111,1,0,1,0.00%,4,0:20:11,0.00%,0,$0.00 
Burlington,2018111115,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018111107,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Cary,2018111108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cary,2018111110,1,0,1,0.00%,2,0:02:28,0.00%,0,$0.00 
Cary,2018111115,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Cashiers,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Chapel Hill,2018111114,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Chapel Hill,2018111116,1,0,1,0.00%,3,0:00:35,0.00%,0,$0.00 
Chapel Hill,2018111117,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 
Chapel Hill,2018111121,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018111104,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018111114,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018111116,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018111117,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Charlotte,2018111119,1,0,1,0.00%,3,0:02:00,0.00%,0,$0.00 
Cherokee,2018111117,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Creedmoor,2018111107,1,0,1,0.00%,2,0:00:20,0.00%,0,$0.00 
Creedmoor,2018111112,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 
Durham,2018111101,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018111118,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018111121,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Durham,2018111122,1,0,1,0.00%,4,0:02:08,0.00%,0,$0.00 
Fayetteville,2018111111,1,0,1,0.00%,1,0:16:55,0.00%,0,$0.00 
Fayetteville,2018111112,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Franklin,2018111117,1,0,1,0.00%,4,0:13:14,0.00%,0,$0.00 
Franklin,2018111118,1,0,1,0.00%,2,0:00:23,0.00%,0,$0.00 
Franklin,2018111119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018111121,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Franklin,2018111122,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Garner,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018111108,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Greensboro,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018111113,1,1,1,0.00%,9,0:09:06,0.00%,0,$0.00 
Greensboro,2018111114,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greensboro,2018111115,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Greenville,2018111111,1,1,1,0.00%,7,0:11:08,0.00%,0,$0.00 
Hillsborough,2018111107,1,1,1,0.00%,3,0:00:18,0.00%,0,$0.00 
Hillsborough,2018111108,1,0,1,0.00%,2,0:00:08,0.00%,0,$0.00 
Hillsborough,2018111109,1,0,1,0.00%,2,0:00:18,0.00%,0,$0.00 
Hillsborough,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Hillsborough,2018111119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Knightdale,2018111107,1,0,1,0.00%,1,0:29:56,0.00%,0,$0.00 
Knightdale,2018111108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Knightdale,2018111110,1,1,2,0.00%,2.5,0:00:25,0.00%,0,$0.00 
Knightdale,2018111118,1,0,1,0.00%,2,0:24:46,0.00%,0,$0.00 
Knightdale,2018111119,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Leland,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Leland,2018111119,1,1,2,50.00%,1.5,0:00:12,0.00%,0,$0.00 
Leland,2018111120,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Marion,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Mebane,2018111110,1,0,1,0.00%,3,0:00:51,0.00%,0,$0.00 
Mocksville,2018111107,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Morrisville,2018111109,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Oxford,2018111107,1,0,1,0.00%,1,0:30:46,0.00%,0,$0.00 
Oxford,2018111108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Oxford,2018111109,1,0,1,0.00%,4,0:22:57,0.00%,0,$0.00 
Oxford,2018111111,1,0,1,0.00%,2,0:00:01,0.00%,0,$0.00 
Oxford,2018111119,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsboro,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsboro,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Raleigh,2018111119,1,0,1,0.00%,4,0:14:30,0.00%,0,$0.00 
Raleigh,2018111123,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Robbinsville,2018111109,1,1,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Stoneville,2018111111,1,0,1,0.00%,3,0:03:11,0.00%,0,$0.00 
Stoneville,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Swannanoa,2018111107,1,0,1,0.00%,3,0:08:25,0.00%,0,$0.00 
Swannanoa,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Sylva,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Wake Forest,2018111109,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 
Wendell,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Whiteville,2018111108,1,0,1,0.00%,9,0:19:34,0.00%,0,$0.00 
Wilson,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018111102,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Winston-Salem,2018111106,1,1,1,0.00%,6,0:01:46,0.00%,0,$0.00 
Winston-Salem,2018111108,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 
Winston-Salem,2018111111,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Winston-Salem,2018111112,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Zebulon,2018111110,1,0,1,0.00%,2,0:15:03,0.00%,0,$0.00 
Jackson,2018111113,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Phillipsburg,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Las Vegas,2018111108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
New York,2018111108,1,0,1,0.00%,1,0:28:16,0.00%,0,$0.00 
New York,2018111109,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
New York,2018111111,1,1,1,0.00%,2,0:00:24,0.00%,0,$0.00 
Newburgh,2018111108,1,0,1,0.00%,2,0:10:55,0.00%,0,$0.00 
Cincinnati,2018111110,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 
Dublin,2018111107,1,1,1,0.00%,2,0:07:43,0.00%,0,$0.00 
Dublin,2018111109,1,0,1,0.00%,2,0:00:25,0.00%,0,$0.00 
Portland,2018111122,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Philadelphia,2018111108,1,0,1,0.00%,3,0:02:58,0.00%,0,$0.00 
Philadelphia,2018111115,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Pittsburgh,2018111108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
York,2018111110,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Columbia,2018111107,1,1,4,0.00%,6,0:01:59,0.00%,0,$0.00 
Columbia,2018111111,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 
Columbia,2018111118,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 
Dallas,2018111110,1,1,1,0.00%,2,0:00:21,0.00%,0,$0.00 
Houston,2018111108,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Houston,2018111114,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Irving,2018111103,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Longview,2018111107,1,0,1,0.00%,1,0:12:00,0.00%,0,$0.00 
Longview,2018111108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Charlottesville,2018111107,1,0,1,0.00%,4,0:25:15,0.00%,0,$0.00 
Charlottesville,2018111108,1,0,2,50.00%,1.5,0:00:03,0.00%,0,$0.00 
Hampton,2018111108,1,1,1,0.00%,2,0:04:33,0.00%,0,$0.00 
Richmond,2018111114,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018111112,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Virginia Beach,2018111116,1,0,1,0.00%,5,0:00:44,0.00%,0,$0.00 
Candler-McAfee,2018111109,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Duck,2018111108,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
Friendly,2018111114,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 
Friendly,2018111115,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 
North Druid Hills,2018111108,1,0,1,0.00%,5,0:06:31,0.00%,0,$0.00 
Oxon Hill-Glassmanor,2018111112,1,1,1,0.00%,2,0:00:46,0.00%,0,$0.00 
Palmetto Bay,2018111110,1,0,1,0.00%,6,0:10:01,0.00%,0,$0.00 
Sandy Springs,2018111107,1,0,1,0.00%,1,0:35:07,0.00%,0,$0.00 
Sandy Springs,2018111108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
Saint Charles,2018111107,1,0,1,0.00%,2,0:19:17,0.00%,0,$0.00 
Saint Charles,2018111108,1,0,0,0.00%,0,0:00:00,0.00%,0,$0.00 
West Springfield,2018111112,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 
,,668,182,657,45.81%,2.36,0:04:38,0.00%,0,$0.00 
